,mark,tag
5555,STEIN GLASGOW F,John Gilchrist Stein
5556,STEIN GLASGOW F,Stein Glasgow
5557,STEIN GLASGOW G,John Gilchrist Stein
5558,STEIN GLASGOW G,Stein Glasgow
5559,STEIN GLASGOW P,John Gilchrist Stein
5560,STEIN GLASGOW P,Stein Glasgow
5561,STEIN GLASGOW P 1,John Gilchrist Stein
5562,STEIN GLASGOW P 1,Stein Glasgow
5563,STEIN GLASGOW P 3,John Gilchrist Stein
5564,STEIN GLASGOW P 3,Stein Glasgow
5565,STEIN GLASGOW SR 1,John Gilchrist Stein
5566,STEIN GLASGOW SR 1,Stein Glasgow
5567,STEIN GLASGOW STOVE 1,John Gilchrist Stein
5568,STEIN GLASGOW STOVE 1,Stein Glasgow
5569,STEIN GLASGOW 1 ,John Gilchrist Stein
5570,STEIN GLASGOW 1 ,Stein Glasgow
5571,STEIN GLASGOW 1,John Gilchrist Stein
5572,STEIN GLASGOW 1,Stein Glasgow
5573,STEIN GLASGOW 1 K 9,John Gilchrist Stein
5574,STEIN GLASGOW 1 K 9,Stein Glasgow
5575,STEIN GLASGOW 1 U,John Gilchrist Stein
5576,STEIN GLASGOW 1 U,Stein Glasgow
5577,STEIN GLASGOW 1 16,John Gilchrist Stein
5578,STEIN GLASGOW 1 16,Stein Glasgow
5579,STEIN GLASGOW 1 20,John Gilchrist Stein
5580,STEIN GLASGOW 1 20,Stein Glasgow
5581,STEIN GLASGOW 2,John Gilchrist Stein
5582,STEIN GLASGOW 2,Stein Glasgow
5583,STEIN GLASGOW 3 REGD NO 812319,John Gilchrist Stein
5584,STEIN GLASGOW 3 REGD NO 812319,Stein Glasgow
5585,STEIN GLASGOW 4,John Gilchrist Stein
5586,STEIN GLASGOW 5,John Gilchrist Stein
5587,STEIN GLASGOW 5,Stein Glasgow
5588,STEIN GLASGOW 7,HTI
5589,STEIN GLASGOW 7,John Gilchrist Stein
5590,STEIN GLASGOW 8,Arrow
5591,STEIN GLASGOW 8,John Gilchrist Stein
5592,STEIN GLASGOW 11,John Gilchrist Stein
5593,STEIN GLASGOW 11,Ladle
5594,STEIN HTI 4339 W9,John Gilchrist Stein
5595,STEIN HTI 4339 W9,Ladle
5596,STEIN I ‘ARROW’,John Gilchrist Stein
5597,STEIN I ‘ARROW’,Ladle
5598,STEIN LADLE,John Gilchrist Stein
5599,STEIN LADLE,Ladle
5600,STEIN LADLE,John Gilchrist Stein
5601,STEIN LADLE  ,John Gilchrist Stein
5602,STEIN LADLE  ,Ladle
5603,STEIN LADLE C,John Gilchrist Stein
5604,STEIN LADLE C,Ladle
5605,STEIN LADLE D,John Gilchrist Stein
5606,STEIN LADLE D,Ladle
5607,STEIN LADLE F,John Gilchrist Stein
5608,STEIN LADLE F,Ladle
5609,STEIN LADLE G,John Gilchrist Stein
5610,STEIN LADLE G,Ladle
5611,STEIN LADLE L,John Gilchrist Stein
5612,STEIN LADLE L,Ladle
5613,STEIN LADLE O,John Gilchrist Stein
5614,STEIN LADLE O,Ladle
5615,STEIN LADLE   02,John Gilchrist Stein
5616,STEIN LADLE   02,Ladle
5617,STEIN LADLE 4,John Gilchrist Stein
5618,STEIN LADLE 4,Ladle
5619,STEIN LADLE 6,John Gilchrist Stein
5620,STEIN LADLE 6,Ladle
5621,STEIN LADLE 8,John Gilchrist Stein
5622,STEIN LADLE 8,Ladle
5623,STEIN LADLE 8 C,John Gilchrist Stein
5624,STEIN LADLE 9 2 3174,John Gilchrist Stein
5625,STEIN LADLE 4108,John Gilchrist Stein
5626,STEIN MAG,John Gilchrist Stein
5627,STEIN MAG CK,John Gilchrist Stein
5628,STEIN MAG CKL ,John Gilchrist Stein
5629,STEIN MAG CKL ,Mullite
5630,STEIN MAG CSD,John Gilchrist Stein
5631,STEIN MAG CSD,Mullite
5632,STEIN MAG G,John Gilchrist Stein
5633,STEIN MAG G,Mullite
5634,STEIN MULLITE,John Gilchrist Stein
5635,STEIN MULLITE,Mullite
5636,STEIN MULLITE O,John Gilchrist Stein
5637,STEIN MULLITE 2636 6,John Gilchrist Stein
5638,STEIN MULLITE 9309 PBA,John Gilchrist Stein
5639,STEIN O,John Gilchrist Stein
5640,STEIN O,Sillimanite
5641,STEIN PATENT,John Gilchrist Stein
5642,STEIN PATENT,Sillimanite
5643,STEIN SCOTLAND,John Gilchrist Stein
5644,STEIN SCOTLAND,Sillimanite
5645,STEIN SILL,John Gilchrist Stein
5646,STEIN SILL,Sillimanite
5647,STEIN SILLIMANITE,John Gilchrist Stein
5648,STEIN SILLIMANITE,Sillimanite
5649,STEIN SILLIMANITE,John Gilchrist Stein
5650,STEIN SILLIMANITE C 5730,John Gilchrist Stein
5651,STEIN SILLIMANITE S 1 5730,John Gilchrist Stein
5652,STEIN WORKS J G S SCOTLAND,John Gilchrist Stein
5653,STEIN X,John Gilchrist Stein
5654,STEIN 1,John Gilchrist Stein
5655,STEIN 1,John Gilchrist Stein
5656,STEIN 1,John Gilchrist Stein
5657,STEIN 2,John Gilchrist Stein
5658,STEIN 2,John Gilchrist Stein
5659,STEIN 3,John Gilchrist Stein
5660,STEIN 03,John Gilchrist Stein
5661,STEIN 8,John Gilchrist Stein
5662,STEIN 12,John Gilchrist Stein
5663,STEIN 33,John Gilchrist Stein
5664,STEIN 40,John Gilchrist Stein
5665,STEIN 40 G,John Gilchrist Stein
5666,STEIN 40 L,John Gilchrist Stein
5667,STEIN 40 L,John Gilchrist Stein
5668,STEIN 40 L A,John Gilchrist Stein
5669,STEIN 40 L C,John Gilchrist Stein
5670,STEIN 40 L G,John Gilchrist Stein
5671,STEIN 40 M 553,John Gilchrist Stein
5672,STEIN 42L,John Gilchrist Stein
5673,STEIN 44,John Gilchrist Stein
5674,STEIN 45,John Gilchrist Stein
5675,STEIN 45 D,John Gilchrist Stein
5676,STEIN 45 DA,Detrick
5677,STEIN 45 DA,John Gilchrist Stein
5678,STEIN 45 D +,John Gilchrist Stein
5679,STEIN 50  ,John Gilchrist Stein
5680,STEIN 50 SP 9125 DETRICK,John Gilchrist Stein
5681,STEIN 50 X,John Gilchrist Stein
5682,STEIN 55,John Gilchrist Stein
5683,STEIN 57,John Gilchrist Stein
5684,STEIN 57,John Gilchrist Stein
5685,STEIN 60   69,John Gilchrist Stein
5686,STEIN 63,John Gilchrist Stein
5687,STEIN 70D,John Gilchrist Stein
5688,STEIN 73,John Gilchrist Stein
5689,STEIN 73D,John Gilchrist Stein
5690,STEIN 73D,John Gilchrist Stein
5691,STEIN 73 ADHA 148,Stepends
5692,STEIN 80 3498,Coltness Brickworks Limited
5693,STEIN 80 3498,Coltness Iron Company
5694,STEIN 80 3498,Stepends
5695,STEIN 99   108,Coltness Brickworks Limited
5696,STEIN 99   108,Coltness Iron Company
5697,STEIN 99   108,Stepends
5698,STEPEND,Coltness Brickworks Limited
5699,STEPEND,Coltness Iron Company
5700,STEPEND,Stepends
5701,STEPENDS,Coltness Brickworks Limited
5702,STEPENDS,Coltness Iron Company
5703,STEPENDS,Stepends
5704,STEPENDS,Stepends
5705,STEPENDS,Stepends
5706,STEPENDS,Craigend Refractories
5707,STEPENDS,Jawcraig
5708,STEPENDS,Sterling
5709,STEPENDS,William Steven
5710,STEPENDS,William Steven
5711,STERLING,Crosshill
5712,STERLING,William Steven
5713,STEVEN GREAT EASTERN ROAD PATENT,William Steven
5714,STEVEN LONDON ROAD PATENT,William Steven
5715,STEVEN CROSSHILL GLASGOW PATENT,William Steven
5716,STEVEN LONDON ROAD PATENT No 1,William Steven
5717,STEVEN LONDON ROAD PATENT No 2,William Steven
5718,STEVEN PATENT,William Steven
5719,STEVEN PATENT,Blairdardie
5720,STEVEN PATENT,Drumchapel
5721,STEVEN PATENT,R and W Horn
5722,STEVEN PATENT,Stevenson Bros
5723,STEVEN S LONDON ROAD PATENT,Stevenson Bros
5724,STEVEN S LONDON ROAD PATENT NO 1,Stevenson Bros
5725,STEVENSON BROS DRUMCHAPEL GLASGOW,Appin
5726,STEVENSON BROS DRUMCHAPEL GLASGOW,Fingerprint
5727,STEVENSON BROS DRUMCHAPEL GLASGOW,Street Brothers
5728,STEVENSON BROS DRUMCHAPEL GLASGOW,townhill
5729,STEVENSON BROS PATENT GLASGOW,Appin
5730,STEVENSON BROS PATENT GLASGOW,Street Brothers
5731,STEVENSON BROS PATENT GLASGOW,townhill
5732,STEVENSON BROS POLMADIE GLASGOW,Appin
5733,STEVENSON BROS POLMADIE GLASGOW,Street Brothers
5734,STEVENSON BROS POLMADIE GLASGOW,townhill
5735,STREET,Appin
5736,STREET,Street Brothers
5737,STREET,townhill
5738,STREET BROS DUNFERMLINE,Appin
5739,STREET BROS DUNFERMLINE,Cruicks Pottery
5740,STREET BROS DUNFERMLINE,Street Brothers
5741,STREET BROS DUNFERMLINE,townhill
5742,STREET BROTHERS APPIN FIRE CLAY WORKS DUNFERMLINE,Canada
5743,STREET BROTHERS APPIN FIRE CLAY WORKS DUNFERMLINE,Gartcraig
5744,STREET BROTHERS APPIN FIRE CLAY WORKS DUNFERMLINE,Repatriated Scottish brick
5745,STREET BROTHERS APPIN FIRE CLAY WORKS DUNFERMLINE,Scottish bricks overseas
5746,STREET BROTHERS APPIN FIRE CLAY WORKS DUNFERMLINE,St Rollox
5747,STREET BROTHERS DUNFERMLINE,St Rollox
5748,STREET BROTHERS INVERKEITHING,St Rollox
5749,ST ROLLOX,Fingerprint
5750,ST ROLLOX SCOTLAND,Larbert
5751,ST ROLLOX SCOTLAND,Stuart Brown and Co
5752,ST ROLLOX SCOTLAND,Preston Grange
5753,ST ROLLOX SCOTLAND,Summerlee
5754,STRONG  ,Preston Grange
5755,STRONG  ,Summerlee
5756,STUART BROWN ( & CO) LARBERT,Preston Grange
5757,STUART BROWN ( & CO) LARBERT,Summerlee
5758,SUMM(ERLEE),Bishopbriggs
5759,SUMM(ERLEE),Summerston
5760,SUMMERLEE,Bishopbriggs
5761,SUMMERLEE,Summerston
5762,SUMMERLEE,John Gilchrist Stein
5763,SUMMERSTON,Bothwell Park Brickworks
5764,SUMMERSTON,Faskine
5765,SUMMERSTON,Hugh Symington
5766,SUMMERSTON,Kipps
5767,SUPERMAG,Bothwell Park Brickworks
5768,SUPERMAG,Faskine
5769,SUPERMAG,Hugh Symington
5770,SUPERMAG,Kipps
5771,(SU)PERSCOT,Glenboig
5772,SYMINGTON,John Gilchrist Stein
5773,SYMINGTON,Nettle
5774,S 37,John Gilchrist Stein
5775,S 37,NA1
5776,S 37,Nettle
5777,S 54       ,Castlecary Fireclay Company - Weir
5778,S 12691 NETTLE A 1 M 9,Glenboig
5779,S 85669 NAI,Auchinlee
5780,S 85669 NAI,Thomas Gibb
5781,T 16,Drumchapel
5782,T 16,Kilchattan
5783,T 16,Thomas Gilmour
5784,T 16 GLENBOIG,Love
5785,T GIBB & SONS AUCHINLEE,Thomas McKaig
5786,T GILMOUR KILCHATTAN,Friarton
5787,T GILMOUR KILCHATTAN,Tay
5788,T & M LOVE PATENT GLASGOW,Avonbridge
5789,T & M LOVE PATENT GLASGOW,Brucefield
5790,T & M LOVE PATENT GLASGOW,Cults
5791,T & M LOVE PATENT GLASGOW,Dockra
5792,T & M LOVE PATENT GLASGOW,Taylor Bros
5793,T MCKAIG PAISLEY,Avonbridge
5794,T MCKAIG PAISLEY,Brucefield
5795,T MCKAIG PAISLEY,Cults
5796,T MCKAIG PAISLEY,Dockra
5797,T MCKAIG PAISLEY,Taylor Bros
5798,TAY,Auchinlea
5799,TAY,John Taylor
5800,TAY,Thomas King
5801,TAYLOR BROS,Auchinlea
5802,TAYLOR BROS,Taylor and King
5803,TAYLOR BROS,Thomas King
5804,TAYLOR BROS,Thomas Dean
5805,TAYLOR BROS,Wishaw Brickworks
5806,TAYLOR & KING AUCHINLEA,Thomas Dean
5807,TAYLOR & KING AUCHINLEA,Wishaw Brickworks
5808,TAYLOR & KING AUCHINLEA,John Paterson
5809,TAYLOR & KING AUCHINLEA,temple
5810,TD WISHAW,J and R Howie
5811,TD WISHAW,Lee
5812,TD WISHAW,Scottish Terracotta
5813,TEMPLE,Lee
5814,TEMPLE,Scottish Terracotta
5815,THE DEAN,Buccleuch
5816,THE DEAN,Sanquhar
5817,THE LEE,Buccleuch
5818,THE LEE,John McKnight
5819,THE LEE,Plann
5820,THE BUCCLEUCH SANQUHAR,Buccleuch
5821,THE BUCCLEUCH SANQUHAR,Sanquhar
5822,THE BUCCLEUCH SANQUHAR,Sanquhar and Kirkconnel
5823,Nan,Nan
5824,Nan,Nan
5825,THE BUCCLEUCH TERRA COTTA COY LD SANQUHAR NB,John Gilchrist Stein
5826,THE BUCCLEUCH TERRA COTTA COY LD SANQUHAR NB,Thistle
5827,THE PLANN MCKNIGHT,John Gilchrist Stein
5828,THE PLANN MCKNIGHT,Thistle
5829,THE S & K CO LTD BUCCLEUCH,Fingerprint
5830,THE S & K CO LTD BUCCLEUCH,John Gilchrist Stein
5831,THE S & K CO LTD BUCCLEUCH,Thistle
5832,THISTLE,Thistle
5833,THISTLE,John Gilchrist Stein
5834,THISTLE,Thistle
5835,THISTLE,John Gilchrist Stein
5836,THISTLE,Thistle
5837,THISTLE,John Gilchrist Stein
5838,THISTLE,Thistle
5839,THISTLE  ,John Gilchrist Stein
5840,THISTLE  ,Thistle
5841,THISTLE A,John Gilchrist Stein
5842,THISTLE A,Thistle
5843,THISTLE B,John Gilchrist Stein
5844,THISTLE B,Thistle
5845,THISTLE B,John Gilchrist Stein
5846,THISTLE B,Thistle
5847,THISTLE C,Detrick
5848,THISTLE C,John Gilchrist Stein
5849,THISTLE C,Thistle
5850,THISTLE C,John Gilchrist Stein
5851,THISTLE C,Thistle
5852,THISTLE C 135,John Gilchrist Stein
5853,THISTLE C 135,Thistle
5854,THISTLE D,John Gilchrist Stein
5855,THISTLE D,Thistle
5856,THISTLE D D12 DETRICK,John Gilchrist Stein
5857,THISTLE D D12 DETRICK,Thistle
5858,THISTLE E,John Gilchrist Stein
5859,THISTLE E,Thistle
5860,THISTLE E,John Gilchrist Stein
5861,THISTLE E,Thistle
5862,THISTLE E,Escoces
5863,THISTLE E,John Gilchrist Stein
5864,THISTLE E,Manufactured in Scotland and branded for National and Overseas Customers
5865,THISTLE E,Thistle
5866,THISTLE E,FCCA
5867,THISTLE E,John Gilchrist Stein
5868,THISTLE E,Manufactured in Scotland and branded for National and Overseas Customers
5869,THISTLE E,Railway Related
5870,THISTLE E,Thistle
5871,THISTLE E,FCCA
5872,THISTLE E,John Gilchrist Stein
5873,THISTLE E,Manufactured in Scotland and branded for National and Overseas Customers
5874,THISTLE E,Railway Related
5875,THISTLE E,Thistle
5876,THISTLE F,FCCA
5877,THISTLE F,John Gilchrist Stein
5878,THISTLE F,Thistle
5879,THISTLE FABRICACION ESCOCES,John Gilchrist Stein
5880,THISTLE FABRICACION ESCOCES,Thistle
5881,THISTLE FCCA,GIPR
5882,THISTLE FCCA,John Gilchrist Stein
5883,THISTLE FCCA,Manufactured in Scotland and branded for National and Overseas Customers
5884,THISTLE FCCA,Railway Related
5885,THISTLE FCCA,Thistle
5886,THISTLE FCCA,John Gilchrist Stein
5887,THISTLE FCCA,Thistle
5888,THISTLE FCAA,John Gilchrist Stein
5889,THISTLE FCAA,Thistle
5890,THISTLE G,John Gilchrist Stein
5891,THISTLE G,Thistle
5892,THISTLE GIPR,John Gilchrist Stein
5893,THISTLE GIPR,Ladle
5894,THISTLE GIPR,Thistle
5895,THISTLE H,John Gilchrist Stein
5896,THISTLE H,Ladle
5897,THISTLE K,John Gilchrist Stein
5898,THISTLE K,Thistle
5899,THISTLE K,John Gilchrist Stein
5900,THISTLE K,Thistle
5901,THISTLE LADLE,John Gilchrist Stein
5902,THISTLE LADLE,Thistle
5903,THISTLE LADLE 1069,John Gilchrist Stein
5904,THISTLE LADLE 1069,Thistle
5905,THISTLE M,John Gilchrist Stein
5906,THISTLE M,Thistle
5907,THISTLE MR 1957,John Gilchrist Stein
5908,THISTLE MR 1957,Thistle
5909,THISTLE N,Detrick
5910,THISTLE N,John Gilchrist Stein
5911,THISTLE N,Thistle
5912,THISTLE O,John Gilchrist Stein
5913,THISTLE O,Thistle
5914,THISTLE ODCH,John Gilchrist Stein
5915,THISTLE ODCH,Thistle
5916,THISTLE P 18,John Gilchrist Stein
5917,THISTLE P 18,Thistle
5918,THISTLE SP 13 DETRICK,John Gilchrist Stein
5919,THISTLE SP 13 DETRICK,Thistle
5920,THISTLE S,John Gilchrist Stein
5921,THISTLE S,Thistle
5922,THISTLE S 2,John Gilchrist Stein
5923,THISTLE S 2,Thistle
5924,THISTLE S 3,John Gilchrist Stein
5925,THISTLE S 3,Thistle
5926,THISTLE R,John Gilchrist Stein
5927,THISTLE R,Thistle
5928,THISTLE VI,John Gilchrist Stein
5929,THISTLE VI,Thistle
5930,THISTLE W,John Gilchrist Stein
5931,THISTLE W,Thistle
5932,THISTLE W,John Gilchrist Stein
5933,THISTLE W,Thistle
5934,THISTLE X,John Gilchrist Stein
5935,THISTLE X,Thistle
5936,THISTLE 6/5 3/8,John Gilchrist Stein
5937,THISTLE 6/5 3/8,Thistle
5938,THISTLE 6/5 1/2,John Gilchrist Stein
5939,THISTLE 6/5 1/2,Thistle
5940,THISTLE 0,John Gilchrist Stein
5941,THISTLE 0,Thistle
5942,THISTLE 1,John Gilchrist Stein
5943,THISTLE 1,Thistle
5944,THISTLE 1,John Gilchrist Stein
5945,THISTLE 1,Thistle
5946,THISTLE 1,John Gilchrist Stein
5947,THISTLE 1,Thistle
5948,THISTLE 1,John Gilchrist Stein
5949,THISTLE 1,Thistle
5950,THISTLE 1 1/4,John Gilchrist Stein
5951,THISTLE 1 1/4,Thistle
5952,THISTLE 1 1/2,John Gilchrist Stein
5953,THISTLE 1 1/2,Thistle
5954,THISTLE 2,John Gilchrist Stein
5955,THISTLE 2,Thistle
5956,THISTLE 2,John Gilchrist Stein
5957,THISTLE 2,Thistle
5958,THISTLE 2,John Gilchrist Stein
5959,THISTLE 2,Thistle
5960,THISTLE 2,John Gilchrist Stein
5961,THISTLE 2,Thistle
5962,THISTLE 3,John Gilchrist Stein
5963,THISTLE 3,Thistle
5964,THISTLE 3 BCB,John Gilchrist Stein
5965,THISTLE 3 BCB,Thistle
5966,THISTLE 4 ,John Gilchrist Stein
5967,THISTLE 4 ,Thistle
5968,THISTLE 4 5076,John Gilchrist Stein
5969,THISTLE 4 5076,Thistle
5970,THISTLE 5,John Gilchrist Stein
5971,THISTLE 5,Thistle
5972,THISTLE 5,John Gilchrist Stein
5973,THISTLE 5,Thistle
5974,THISTLE 5 1/2,John Gilchrist Stein
5975,THISTLE 5 1/2,Thistle
5976,THISTLE 5 3/4,John Gilchrist Stein
5977,THISTLE 5 3/4,Thistle
5978,THISTLE 6,John Gilchrist Stein
5979,THISTLE 6,Thistle
5980,THISTLE 6 19,John Gilchrist Stein
5981,THISTLE 6 19,Thistle
5982,THISTLE 6 X,John Gilchrist Stein
5983,THISTLE 6 X,Thistle
5984,THISTLE 7,John Gilchrist Stein
5985,THISTLE 7,Thistle
5986,THISTLE 7,John Gilchrist Stein
5987,THISTLE 7,Thistle
5988,THISTLE 8,John Gilchrist Stein
5989,THISTLE 8,Thistle
5990,THISTLE 8,John Gilchrist Stein
5991,THISTLE 8,Thistle
5992,THISTLE 8  11/16,John Gilchrist Stein
5993,THISTLE 8  11/16,Thistle
5994,THISTLE 9,John Gilchrist Stein
5995,THISTLE 9,Thistle
5996,THISTLE 12,John Gilchrist Stein
5997,THISTLE 12,Thistle
5998,THISTLE 18,John Gilchrist Stein
5999,THISTLE 18,Thistle
6000,THISTLE 19,John Gilchrist Stein
6001,THISTLE 19,Thistle
6002,THISTLE 20,John Gilchrist Stein
6003,THISTLE 20,Thistle
6004,THISTLE 21,John Gilchrist Stein
6005,THISTLE 21,Thistle
6006,THISTLE 22,John Gilchrist Stein
6007,THISTLE 22,Thistle
6008,THISTLE 24,John Gilchrist Stein
6009,THISTLE 24,Thistle
6010,THISTLE 25,John Gilchrist Stein
6011,THISTLE 25,Thistle
6012,THISTLE 31,John Gilchrist Stein
6013,THISTLE 31,Thistle
6014,THISTLE 34,John Gilchrist Stein
6015,THISTLE 34,Thistle
6016,THISTLE 36   45,Thistle
6017,THISTLE 36   48,John Gilchrist Stein
6018,THISTLE 36   48,Thistle
6019,THISTLE 37,John Gilchrist Stein
6020,THISTLE 37,Thistle
6021,THISTLE 37,John Gilchrist Stein
6022,THISTLE 37,Thistle
6023,THISTLE 38,John Gilchrist Stein
6024,THISTLE 38,Thistle
6025,THISTLE 40,John Gilchrist Stein
6026,THISTLE 40,Thistle
6027,THISTLE 43,John Gilchrist Stein
6028,THISTLE 43,Thistle
6029,THISTLE 48   57,John Gilchrist Stein
6030,THISTLE 48   57,Thistle
6031,THISTLE 57   48,John Gilchrist Stein
6032,THISTLE 57   48,Thistle
6033,THISTLE 60   69,John Gilchrist Stein
6034,THISTLE 60   69,Thistle
6035,THISTLE 72   81,John Gilchrist Stein
6036,THISTLE 72   81,Thistle
6037,THISTLE 72   84,John Gilchrist Stein
6038,THISTLE 72   84,Thistle
6039,THISTLE 96  108,John Gilchrist Stein
6040,THISTLE 96  108,Thistle
6041,THISTLE 99   108,John Gilchrist Stein
6042,THISTLE 99   108,Thistle
6043,THISTLE 99   108,John Gilchrist Stein
6044,THISTLE 99   108,Thistle
6045,THISTLE 153   162,John Gilchrist Stein
6046,THISTLE 153   162,Thistle
6047,THISTLE 162 / 153,John Gilchrist Stein
6048,THISTLE 162 / 153,Thistle
6049,THISTLE 200,John Gilchrist Stein
6050,THISTLE 200,Thistle
6051,THISTLE 291 1,Lochhead
6052,THISTLE 316,John Gilchrist Stein
6053,THISTLE 316,Thistle
6054,THISTLE 400,John Gilchrist Stein
6055,THISTLE 400,Thistle
6056,THISTLE 3983,John Gilchrist Stein
6057,THISTLE 3983,Thistle
6058,THISTLE 6708,John Gilchrist Stein
6059,THISTLE 6708,Thistle
6060,THISTLE 7192 L 121,John Gilchrist Stein
6061,THISTLE 7192 L 121,Thistle
6062,THISTLE 7399 A 2,Bellside
6063,THISTLE 7399 A 2,Thomas King
6064,THISTLE ^ ,Bellside
6065,THISTLE ^ ,Thomas King
6066,THISTLE >,Bellside
6067,THISTLE >,Thomas King
6068,^ THISTLE ^,Bellside
6069,^ THISTLE ^,Thomas King
6070,THO KING & CO BELLSIDE,Bellside
6071,THO KING & CO BELLSIDE,Thomas King
6072,THO KING & CO BELLSIDE,Bellside
6073,THO KING & CO BELLSIDE,Thomas King
6074,THO KING & CO BELLSIDE,Bellside
6075,THO KING & CO BELLSIDE,Thomas King
6076,THOS KING & CO BELLSIDE,Auchinlea
6077,THOS KING & CO BELLSIDE,Auchinlee
6078,THOS KING & CO BELLSIDE,Thomas Gibb
6079,THOS KING & CO BELLSIDE,Clephanton
6080,THOS KING & CO BELLSIDE,Thomas Wilson
6081,THOS KING & CO BELLSIDE,Alexander Thomson
6082,THOS KING & CO BELLSIDE,Gatelawbridge
6083,THOS KING & CO BELLSIDE,Thomson and Sons
6084,THOMAS GIBB & SONS AUCHINLEA,Abercorn
6085,THOMAS GIBB & SONS AUCHINLEA,Thomas Thornton
6086,THOMAS WILSON CLEPHANTON ANSTRUTHER,P and M Hurll
6087,THOMSON PATENT GLASGOW,Glenboig
6088,THOMSON & SONS GATELAWBRIDGE,Glenboig
6089,THORNTON & SONS PORTOBELLO,Douglas Firebrick Company
6090,THORNTON & SONS PORTOBELLO,Triangle A
6091,T HURLL,Douglas Firebrick Company
6092,T HURLL,Triangle A
6093,TJ ??? GLENBOIG 28,Foreign bricks found in Scotland
6094,TJ ??? GLENBOIG 28,Trojan
6095,TJ ??? GLENBOIG 28,USA
6096,T MA 267 GLENBOIG,Torpedo
6097,‘TRIANGLE’ A,Baby brick
6098,‘TRIANGLE’ A,J and A Towers
6099,‘TRIANGLE’ A24,townhill
6100,TORPEDO SCOTLAND,John Gilchrist Stein
6101,TORPEDO SCOTLAND,Manufactured in Scotland and branded for National and Overseas Customers
6102,TORPEDO SCOTLAND,TUHS
6103,TOWERS,John Gilchrist Stein
6104,TOWERS,Manufactured in Scotland and branded for National and Overseas Customers
6105,TOWERS,TUHS
6106,TOWNHILL,Fauldhouse
6107,TOWNHILL,Turner's Limited
6108,TUC  .,Abercorn
6109,TUC  .,Portobello
6110,TUC  .,Turner's Limited
6111,TUHS 9     J G Stein,Turner's Limited
6112,TUHS 13     J. G Stein,Uddingston
6113,TURNER,Manufactured in Scotland and branded for National and Overseas Customers
6114,TURNER,Teisen
6115,TURNER,UGB
6116,TURNER’S PORTOBELLO,Glenboig
6117,TURNER’S PORTOBELLO,Bathville
6118,TURNER’S PORTOBELLO,United Collieries
6119,TURNER’S PORTOBELLO,United Fireclay Products.
6120,UDDINGSTON BRICKWORKS PATENT,Bathville
6121,UDDINGSTON BRICKWORKS PATENT,United Collieries
6122,UDDINGSTON BRICKWORKS PATENT,United Fireclay Products.
6123,UGB  .,United Fireclay Products.
6124,UT 52 GLENBOIG FL 321,Heathfield
6125,UT 52 GLENBOIG FL 321,United Fireclay Products.
6126,UNITED,United Collieries
6127,UNITED,United Fireclay Products.
6128,UNITED,Vogrie Coal and Fireclay Works
6129,UNITED FIRECLAY PRODUCTS LTD ARMADALE,Vogrie Coal and Fireclay Works
6130,UNITED FIRECLAY PRODUCTS LTD HEATHFIELD,Vogrie Coal and Fireclay Works
6131,UNITED PATENT GLASGOW,Vogrie Coal and Fireclay Works
6132,VCCO,Vogrie Coal and Fireclay Works
6133,VOGRIE,Vogrie Coal and Fireclay Works
6134,VOGRIE,Vogrie Coal and Fireclay Works
6135,VOGRIE,Vogrie Coal and Fireclay Works
6136,VOGRIE,Campbell
6137,VOGRIE,Roughcastle
6138,VOGRIE,Vulcan
6139,VOGRIE,Campbell
6140,VOGRIE,Roughcastle
6141,VOGRIE,Vulcan
6142,VOGRIE,James Dougall
6143,VOGRIE GOREBRIDGE,William Steven
6144,(VUL)CAN,Wemyss
6145,VULCAN,CORED
6146,VULCAN,Dated
6147,VULCAN,Wemyss
6148,V1 DOUGALL  A,CORED
6149,V1 DOUGALL  A,Dated
6150,V1 DOUGALL  A,Wemyss
6151,VI STEVEN.S LONDON ROAD PATENT NO2,Dated
6152,VI STEVEN.S LONDON ROAD PATENT NO2,Wemyss
6153,W  ,CORED
6154,W  ,Dated
6155,W  ,Wemyss
6156,WBC A 52,CORED
6157,WBC A 52,Dated
6158,WBC A 52,Wemyss
6159,WBC B 6,CORED
6160,WBC B 6,Dated
6161,WBC B 6,Wemyss
6162,WBC D 2,CORED
6163,WBC D 2,Dated
6164,WBC D 2,Wemyss
6165,WBC F 35,Walkinshaw
6166,WBC F 50,William Wood - Glasgow
6167,WBC K 51,William Wood - Glasgow
6168,W B Co,Bluebell
6169,W B Co,John Gilchrist Stein
6170,W C W,Bluebell
6171,W C W,John Gilchrist Stein
6172,W C W,Manufactured in Scotland and branded for National and Overseas Customers
6173,W C W,Woodall Duckham
6174,W C W,Monreith
6175,W C W,Paver / Stable / Byre Block
6176,W C W,W J Gillespie
6177,W D  ,Monreith
6178,W D  ,W J Gillespie
6179,WD P,William Thomson Glasgow
6180,W J GILLESPIE MONREITH,Scottish bricks associated with particular structures
6181,W J GILLESPIE MONREITH,UCBS
6182,W J GILLESPIE MONREITH,William Thomson Glasgow
6183,W J GILLESPIE MONREITH,Scottish bricks associated with particular structures
6184,W J GILLESPIE MONREITH,UCBS
6185,W J GILLESPIE MONREITH,William Thomson Glasgow
6186,W MITCHELL DUNDEE,Scottish bricks associated with particular structures
6187,W MITCHELL DUNDEE,UCBS
6188,W MITCHELL DUNDEE,William Thomson Glasgow
6189,W THOMSON GLASGOW,William Thomson Glasgow
